19:24:58.125 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
19:47:03.865 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$331/2144644334
19:47:03.865 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$332/375097969
19:47:03.865 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:47:03.865 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:47:03.866 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:47:03.986 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1652442423870_127.0.0.1_62974
19:47:03.986 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:47:03.986 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] Notify connected event to listeners.
19:47:03.986 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0d40716d-db57-4cfa-9122-ab9931066c9d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$341/1482429406
19:47:04.677 [nacos-grpc-client-executor-17] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d73ca2a3-6447-4362-b619-292fc5cd53d6] Receive server push request, request = NotifySubscriberRequest, requestId = 3
19:47:04.681 [nacos-grpc-client-executor-17] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d73ca2a3-6447-4362-b619-292fc5cd53d6] Ack server push request, request = NotifySubscriberRequest, requestId = 3
19:47:04.684 [nacos-grpc-client-executor-18] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d73ca2a3-6447-4362-b619-292fc5cd53d6] Receive server push request, request = NotifySubscriberRequest, requestId = 5
19:47:04.685 [nacos-grpc-client-executor-18] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d73ca2a3-6447-4362-b619-292fc5cd53d6] Ack server push request, request = NotifySubscriberRequest, requestId = 5
19:47:04.686 [nacos-grpc-client-executor-19] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d73ca2a3-6447-4362-b619-292fc5cd53d6] Receive server push request, request = NotifySubscriberRequest, requestId = 4
19:47:04.687 [nacos-grpc-client-executor-19] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d73ca2a3-6447-4362-b619-292fc5cd53d6] Ack server push request, request = NotifySubscriberRequest, requestId = 4
19:47:05.091 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-gateway 192.168.0.110:8080 register finished
19:47:05.125 [main] INFO  c.r.g.RuoYiGatewayApplication - [logStarted,61] - Started RuoYiGatewayApplication in 10.806 seconds (JVM running for 12.281)
19:47:05.135 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway, group=DEFAULT_GROUP
19:47:05.137 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway.yml, group=DEFAULT_GROUP
19:47:05.138 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway-dev.yml, group=DEFAULT_GROUP
19:47:05.637 [nacos-grpc-client-executor-35] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d73ca2a3-6447-4362-b619-292fc5cd53d6] Receive server push request, request = NotifySubscriberRequest, requestId = 6
19:47:05.640 [nacos-grpc-client-executor-35] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d73ca2a3-6447-4362-b619-292fc5cd53d6] Ack server push request, request = NotifySubscriberRequest, requestId = 6
